1st_Road_Number,Police_Force,Year,heure_num,Day_of_Week,2nd_Road_Number,1st_Road_Class,Number_of_Vehicles,Number_of_Casualties,Speed_limit,Accident_Severity
380,45,2007,18.0,2,3680,4,2,2,40,3
0,1,2005,8.0,4,0,5,2,1,30,3
0,17,2007,13.0,5,0,6,2,2,30,3
379,50,2006,8.0,1,0,3,2,1,40,3
2100,47,2005,23.0,7,0,4,1,1,30,3
13,1,2012,9.0,4,0,3,2,1,20,3
1287,10,2013,12.0,5,0,4,2,2,60,3
0,4,2005,16.0,5,0,6,1,1,30,3
1514,35,2010,23.0,6,0,4,1,1,30,3
6130,31,2012,11.0,5,0,3,2,1,30,3
461,20,2009,16.0,6,0,3,2,1,30,3
3082,50,2012,12.0,5,0,3,2,1,30,3
310,1,2012,14.0,3,0,3,1,1,30,3
4010,43,2013,17.0,2,3192,3,2,1,30,3
0,95,2009,18.0,7,0,6,2,1,30,2
20,46,2005,17.0,1,0,3,2,2,60,3
565,5,2012,17.0,5,0,3,2,4,70,1
0,50,2011,7.0,3,0,6,2,1,40,3
0,97,2006,14.0,3,0,6,2,1,30,3
4,52,2005,15.0,6,0,3,1,1,30,3
4058,53,2012,21.0,2,0,4,1,1,50,3
0,61,2012,18.0,2,0,6,2,1,30,3
0,22,2010,7.0,6,0,6,2,1,30,2
2180,47,2010,7.0,2,2195,4,2,1,30,3
2,46,2009,10.0,2,0,3,2,1,70,3
3,44,2005,9.0,6,0,1,2,1,70,3
4110,12,2011,18.0,3,0,6,2,2,20,3
30,44,2005,16.0,3,33,3,2,1,70,3
0,44,2005,13.0,4,0,6,2,1,30,3
320,43,2014,20.0,2,0,6,2,1,20,3
44,63,2012,12.0,1,0,3,1,1,60,2
3124,50,2010,7.0,3,0,3,2,2,60,2
124,1,2013,10.0,1,167,3,2,1,30,3
653,21,2014,18.0,2,0,5,2,1,30,3
600,30,2013,22.0,7,0,4,2,2,30,2
19,14,2010,15.0,6,0,3,2,2,30,3
259,47,2009,13.0,4,160,3,2,3,30,2
0,92,2010,4.0,7,956,6,1,1,40,3
205,1,2006,15.0,4,0,3,2,1,30,3
0,6,2012,22.0,3,0,6,1,2,30,3
0,42,2012,8.0,5,1012,6,2,1,30,3
0,4,2007,13.0,5,586,6,1,1,30,3
0,6,2011,17.0,4,0,5,1,1,30,3
398,12,2013,9.0,5,0,5,2,1,30,3
448,22,2012,18.0,7,0,3,2,1,30,3
45,20,2013,23.0,3,0,3,2,4,40,3
858,91,2011,19.0,6,0,3,1,1,60,3
5058,5,2005,10.0,6,580,3,2,3,40,3
169,40,2012,12.0,6,0,5,2,1,30,3
0,42,2007,9.0,3,0,6,2,1,30,2
1010,1,2014,8.0,4,0,3,1,1,30,3
34,43,2009,17.0,2,0,3,2,1,70,3
1010,1,2014,21.0,4,0,3,2,1,30,3
0,40,2005,17.0,4,0,6,1,1,30,3
0,22,2006,14.0,4,0,6,2,2,60,3
0,52,2014,17.0,1,0,6,2,1,30,3
1238,16,2010,7.0,4,0,4,2,2,60,3
10,41,2009,22.0,3,54,3,3,1,40,2
1033,16,2014,7.0,4,1079,3,1,1,40,3
4090,1,2007,16.0,2,0,3,2,1,30,2
2,46,2012,22.0,4,0,3,1,1,70,3
0,47,2006,11.0,7,0,6,3,2,30,3
487,60,2005,11.0,4,4411,3,2,2,60,2
661,35,2011,15.0,2,0,4,2,1,60,1
19,10,2011,9.0,2,1231,3,2,1,70,3
186,10,2011,15.0,4,0,3,1,1,30,3
0,1,2011,3.0,1,0,5,1,2,30,3
406,1,2005,17.0,2,406,3,4,1,30,3
338,35,2005,21.0,6,0,5,2,2,30,3
0,12,2006,1.0,2,0,6,1,1,30,2
6,7,2005,15.0,7,0,1,2,1,70,3
0,17,2013,7.0,1,0,6,2,2,40,3
0,21,2014,12.0,4,0,6,2,1,30,3
61,14,2010,1.0,7,0,3,1,1,30,2
297,1,2012,15.0,6,0,3,3,2,30,3
720,41,2013,7.0,3,0,6,1,1,30,2
3072,55,2012,12.0,1,3072,4,2,2,30,3
41,20,2006,14.0,4,4540,3,2,1,40,3
4379,22,2010,12.0,4,0,4,2,1,30,3
10,1,2013,23.0,3,154,3,2,1,40,3
186,10,2011,19.0,6,1600,3,2,1,30,3
23,1,2011,15.0,5,2217,3,1,1,30,3
457,20,2014,8.0,5,0,3,2,3,30,3
5189,5,2012,21.0,2,57,4,2,1,30,3
462,21,2009,10.0,5,4210,3,3,1,40,3
0,1,2013,15.0,1,0,5,2,1,30,3
460,21,2013,16.0,5,111,3,2,1,50,3
57,30,2009,21.0,4,0,3,1,1,50,3
104,1,2011,9.0,3,0,3,2,1,30,3
0,1,2007,14.0,1,2043,5,1,1,30,3
0,30,2014,9.0,7,0,6,2,1,30,3
0,42,2011,16.0,3,0,6,1,1,30,2
3,44,2009,15.0,4,272,1,3,1,30,3
27,44,2012,8.0,5,0,3,2,2,40,3
140,1,2010,23.0,1,0,4,2,2,30,3
27,21,2013,19.0,3,54,6,2,2,30,3
0,46,2006,12.0,5,0,6,2,1,30,3
466,1,2005,16.0,4,0,4,1,1,30,3
56,6,2006,13.0,7,0,3,2,1,30,3
0,97,2005,17.0,3,0,6,1,1,30,3
3100,45,2007,14.0,6,4012,3,2,1,30,3
77,97,2006,19.0,3,0,3,2,1,60,3
691,41,2010,9.0,2,140,4,2,1,30,2
6514,31,2011,11.0,3,610,3,2,1,30,3
5404,21,2014,17.0,1,0,4,2,1,40,3
970,91,2010,16.0,1,0,3,2,4,60,3
780,98,2012,1.0,6,0,3,1,1,30,3
619,30,2011,17.0,5,0,3,3,3,40,3
0,40,2007,17.0,7,0,6,1,1,30,3
214,1,2010,12.0,7,0,3,2,1,30,3
0,52,2007,17.0,4,0,6,2,1,30,3
572,6,2009,12.0,1,0,3,2,1,30,3
251,46,2014,17.0,6,0,3,2,1,60,3
270,47,2011,16.0,2,0,3,2,1,30,3
5137,5,2007,4.0,7,0,4,1,1,30,3
8,97,2010,8.0,2,0,1,2,1,70,3
5114,33,2009,14.0,2,0,5,2,1,30,3
3162,55,2013,23.0,6,0,4,2,1,60,3
0,37,2013,12.0,1,0,6,1,1,30,2
4067,62,2013,17.0,7,0,3,2,2,40,3
134,37,2005,9.0,5,8359,3,2,2,30,3
920,55,2007,17.0,1,0,5,2,1,30,3
156,43,2006,3.0,7,8106,5,2,1,30,3
2,46,2010,12.0,4,0,3,2,1,30,3
339,44,2010,8.0,7,0,3,1,1,60,2
0,44,2014,15.0,2,0,6,1,1,30,3
0,13,2005,8.0,4,0,6,2,1,30,3
24,1,2012,13.0,2,0,3,2,1,30,3
406,1,2006,9.0,6,0,3,2,1,30,3
4114,23,2010,6.0,6,1255,4,1,2,30,3
64,13,2011,13.0,1,0,3,2,2,40,2
405,41,2013,13.0,3,405,3,2,1,50,3
7012,97,2012,21.0,3,0,4,1,2,30,3
602,41,2009,13.0,2,171,3,3,2,60,3
7038,97,2010,22.0,6,0,4,2,1,30,2
480,43,2013,9.0,4,0,4,2,1,20,3
5063,6,2005,16.0,5,6,3,2,2,30,3
3,44,2011,23.0,4,303,1,1,2,70,2
422,43,2007,15.0,3,-1,3,2,1,30,3
171,17,2010,8.0,6,174,3,2,1,30,3
7305,33,2007,13.0,5,0,5,2,1,60,3
25,45,2005,18.0,1,0,1,2,2,70,3
9009,43,2005,8.0,5,0,5,2,1,60,3
0,16,2007,19.0,5,0,6,2,1,30,3
2066,10,2013,18.0,4,2060,6,2,1,20,3
4,62,2013,7.0,2,0,1,3,2,70,3
36,54,2007,13.0,2,0,3,2,1,60,2
0,97,2011,18.0,2,0,6,2,4,60,2
1029,16,2006,11.0,5,0,3,3,4,30,3
33,21,2012,15.0,6,0,6,1,1,30,3
379,50,2007,0.0,7,0,3,1,4,60,1
7066,97,2005,16.0,2,0,4,2,1,60,2
0,96,2013,19.0,4,0,6,1,1,30,3
2160,46,2011,1.0,5,0,4,2,1,30,3
308,1,2014,17.0,5,0,3,2,3,30,3
521,21,2012,11.0,7,0,6,2,1,30,3
0,96,2012,17.0,7,0,6,1,1,30,3
0,14,2011,10.0,6,0,6,2,1,30,3
0,35,2014,12.0,2,0,6,2,3,30,3
119,21,2009,16.0,1,0,6,1,1,60,3
361,34,2009,22.0,6,0,3,1,3,60,2
8,34,2010,7.0,4,0,5,2,1,60,3
62,13,2005,11.0,4,0,3,2,1,30,3
49,7,2007,17.0,6,0,3,2,1,60,3
0,13,2006,19.0,5,0,6,1,1,30,2
15,32,2012,19.0,1,1177,3,1,2,60,2
0,60,2007,2.0,3,0,6,2,1,30,3
0,1,2006,13.0,7,0,6,2,1,30,3
444,23,2010,21.0,5,4102,3,3,1,30,2
96,92,2012,5.0,3,0,3,2,2,60,2
426,10,2010,17.0,6,426,6,2,1,30,3
46,40,2011,23.0,5,0,5,2,1,30,3
120,43,2010,17.0,5,361,6,2,3,30,3
0,11,2012,16.0,6,0,6,2,1,30,3
565,4,2009,5.0,1,0,3,1,1,40,3
406,1,2012,7.0,5,0,3,3,1,50,3
215,1,2007,4.0,2,0,3,1,2,30,2
2182,47,2010,14.0,6,0,4,3,1,30,3
3,1,2012,9.0,1,0,3,2,1,30,3
0,6,2007,19.0,4,0,6,1,1,30,3
4020,1,2012,9.0,5,0,3,2,1,30,3
140,36,2006,7.0,6,0,3,3,1,40,3
109,1,2011,19.0,1,0,3,2,1,30,3
0,52,2007,16.0,4,0,6,2,1,30,3
34,44,2012,8.0,1,0,3,1,1,70,3
250,46,2007,19.0,2,0,3,2,1,30,3
0,16,2006,16.0,3,0,6,2,1,30,3
105,1,2007,8.0,2,105,3,1,1,30,3
6083,14,2014,10.0,5,0,4,3,2,30,3
0,62,2009,1.0,4,0,6,3,1,30,2
651,41,2005,18.0,4,1348,4,5,1,40,3
0,32,2012,12.0,5,0,6,2,1,30,3
20,1,2012,7.0,3,0,3,1,1,30,3
4034,43,2007,18.0,5,130,4,2,1,30,3
693,11,2009,8.0,4,0,3,3,3,60,3
1055,1,2014,10.0,2,0,3,3,1,30,3
6265,12,2012,9.0,1,31,4,2,1,60,2
25,45,2006,8.0,5,0,1,1,1,70,3
23,1,2006,21.0,5,0,3,2,1,30,2
0,50,2005,19.0,7,0,6,1,1,60,3
38,20,2009,18.0,3,0,3,2,1,30,3
0,31,2007,12.0,2,0,6,2,1,30,3
4010,43,2009,13.0,6,814,3,2,1,40,3
1306,1,2012,16.0,7,0,3,2,1,30,2
3204,1,2011,17.0,3,3204,3,2,1,30,3
3109,46,2009,9.0,5,257,6,2,1,30,3
6,21,2005,8.0,4,0,1,1,2,70,3
320,43,2012,15.0,3,0,6,1,1,20,3
283,47,2014,9.0,6,24,3,2,1,30,2
0,47,2014,8.0,1,0,6,2,1,30,3
579,6,2007,12.0,2,0,3,2,2,30,3
19,12,2014,15.0,2,0,3,2,2,60,2
104,1,2013,20.0,3,0,3,2,1,30,3
47,33,2006,10.0,4,835,3,4,2,30,3
730,14,2009,4.0,1,0,5,3,1,30,3
4013,53,2007,6.0,3,785,3,2,3,30,3
551,5,2010,14.0,2,0,3,1,1,30,2
0,13,2006,16.0,2,0,6,1,1,30,3
4026,43,2006,9.0,4,0,4,1,1,60,3
6017,6,2006,20.0,5,0,3,2,2,40,2
1125,37,2011,15.0,3,1387,4,2,6,60,3
6540,30,2010,13.0,5,0,4,2,2,30,3
31,44,2009,12.0,5,0,3,3,3,30,3
323,1,2013,18.0,3,0,4,2,1,30,3
20,46,2010,18.0,2,0,1,1,1,70,3
427,14,2006,16.0,6,0,5,1,1,30,3
65,13,2011,16.0,5,0,3,2,1,30,2
3306,33,2006,19.0,3,4178,5,2,2,30,3
0,62,2009,23.0,7,0,6,3,1,30,2
0,94,2014,23.0,3,0,6,1,1,20,3
2166,47,2014,8.0,6,0,4,3,1,30,3
5,40,2007,12.0,6,0,3,2,1,30,3
205,1,2010,19.0,4,0,3,1,1,30,2
249,35,2009,15.0,6,0,5,1,1,30,3
1307,35,2005,9.0,3,0,3,2,1,30,3
561,5,2014,8.0,4,0,3,2,1,30,3
0,3,2005,23.0,5,0,6,3,3,30,3
7155,43,2014,16.0,5,0,6,1,1,30,3
11,42,2014,20.0,3,0,1,1,1,70,2
0,30,2009,15.0,6,0,6,3,1,30,3
5027,5,2010,8.0,2,0,3,1,1,30,3
6242,4,2005,15.0,7,0,4,2,1,30,3
2205,46,2009,18.0,2,0,4,2,1,20,3
6107,13,2005,8.0,4,0,3,2,1,40,3
5016,21,2010,17.0,6,0,4,2,1,50,3
299,46,2014,13.0,5,0,3,2,4,70,3
2946,34,2007,9.0,3,0,6,2,1,30,3
4005,54,2006,10.0,7,0,4,2,1,60,3
0,13,2005,20.0,2,0,6,2,1,30,3
148,36,2006,20.0,6,1149,3,1,1,30,3
3116,52,2009,13.0,6,0,4,1,2,30,3
621,14,2013,17.0,1,61,3,2,1,40,2
605,35,2013,10.0,6,605,3,1,1,60,3
50,33,2005,14.0,3,4106,3,1,1,30,3
0,5,2005,15.0,5,0,6,2,1,30,3
1352,42,2011,11.0,3,-1,4,2,1,60,3
0,6,2009,11.0,2,0,5,2,1,30,3
4108,46,2014,2.0,7,0,6,1,1,30,3
0,5,2014,12.0,6,0,6,1,1,30,2
0,50,2007,13.0,1,0,6,2,1,60,3
320,45,2009,9.0,2,0,3,2,1,40,2
0,52,2007,16.0,5,0,6,2,1,30,3
415,43,2010,21.0,6,34,3,2,1,30,3
0,52,2014,12.0,2,0,6,2,1,30,3
0,20,2009,11.0,5,0,6,2,1,30,3
3014,44,2006,16.0,6,0,4,1,1,30,2
0,12,2007,11.0,7,0,6,4,1,30,3
148,31,2009,16.0,3,0,5,1,1,30,2
1079,16,2006,7.0,1,0,3,1,2,60,3
0,44,2014,19.0,6,0,6,2,1,30,3
39,21,2005,16.0,4,0,6,1,1,30,3
6182,14,2012,19.0,5,0,3,1,1,40,2
0,20,2005,19.0,3,0,6,2,1,30,3
914,94,2007,14.0,4,90,4,2,1,60,2
369,45,2009,20.0,6,6915,4,2,1,30,3
0,1,2010,18.0,6,0,5,2,2,30,3
902,95,2011,14.0,1,902,3,1,1,30,3
0,50,2009,8.0,5,0,6,2,1,30,3
0,14,2013,20.0,5,6090,6,3,3,60,3
470,60,2014,10.0,3,547,3,2,1,60,3
0,52,2014,19.0,3,0,6,2,2,30,3
587,4,2007,8.0,3,0,3,2,1,40,3
0,97,2011,16.0,6,0,6,1,1,30,3
315,1,2007,11.0,4,219,3,2,1,30,3
534,7,2005,7.0,1,633,3,1,6,60,3
126,42,2006,0.0,7,0,3,2,1,30,3
140,36,2006,17.0,5,0,3,4,4,40,2
0,1,2006,15.0,5,0,6,1,2,30,2
435,20,2005,0.0,7,0,3,1,1,30,3
562,7,2012,14.0,5,0,3,2,1,40,3
581,4,2013,7.0,5,0,3,2,1,30,3
0,3,2013,10.0,7,0,6,1,1,30,3
259,47,2005,3.0,1,0,3,2,3,30,2
112,1,2011,15.0,2,0,3,1,1,30,2
246,45,2013,17.0,1,0,3,2,1,40,3
4211,46,2013,22.0,2,0,6,2,1,40,3
0,20,2011,18.0,7,0,6,1,1,30,3
461,20,2009,13.0,7,0,3,2,1,30,2
0,12,2006,16.0,6,0,6,2,1,30,3
0,47,2009,8.0,4,0,6,2,1,30,1
21,47,2012,12.0,5,0,3,2,1,30,3
6246,4,2005,6.0,4,0,4,2,2,40,3
973,41,2006,10.0,7,0,6,3,1,30,3
0,55,2012,14.0,6,0,6,2,1,30,2
0,11,2006,18.0,4,0,6,1,1,30,3
40,63,2013,11.0,6,0,3,1,1,60,3
48,62,2007,11.0,5,0,3,2,1,70,3
0,4,2005,17.0,7,0,6,3,1,40,3
61,13,2005,15.0,3,0,3,4,5,60,3
3163,55,2007,17.0,6,0,4,3,1,60,3
6130,31,2009,17.0,6,0,3,2,3,30,3
40,43,2006,20.0,5,40,1,2,1,70,3
149,36,2009,16.0,5,-1,3,2,1,30,3
6175,30,2012,15.0,1,617,3,2,3,50,3
626,6,2007,19.0,1,0,3,2,2,30,2
326,10,2006,11.0,7,326,6,2,1,30,2
4165,43,2013,17.0,4,0,3,3,1,30,3
456,22,2006,11.0,6,0,3,1,1,40,3
4237,61,2011,16.0,5,325,4,2,1,30,3
0,1,2005,13.0,6,0,5,2,1,30,3
0,11,2009,19.0,4,0,6,3,1,30,2
0,30,2014,11.0,4,0,6,1,1,30,3
1114,42,2006,15.0,6,0,3,2,1,30,3
565,43,2014,21.0,1,0,4,1,1,60,3
0,30,2007,8.0,6,0,6,2,1,30,2
282,42,2009,8.0,7,1306,3,2,1,40,3
0,47,2005,13.0,3,0,6,2,1,60,3
596,3,2012,8.0,6,0,3,2,6,30,3
1000,1,2005,18.0,2,0,3,1,1,30,3
6426,41,2007,12.0,6,0,4,1,1,30,3
3300,50,2010,0.0,6,0,4,1,1,30,3
0,50,2007,16.0,7,0,6,2,2,60,3
7137,23,2010,2.0,7,0,6,2,1,30,3
581,4,2011,13.0,1,0,3,2,1,40,3
3,45,2009,9.0,4,0,3,2,1,70,3
4,1,2009,22.0,7,4,3,2,1,40,3
5117,6,2005,17.0,7,0,4,2,2,30,3
0,40,2005,17.0,2,0,6,2,2,30,2
961,91,2014,16.0,4,0,3,3,1,60,1
0,60,2007,23.0,6,0,6,2,1,30,3
8,97,2012,22.0,1,0,1,2,1,70,3
205,1,2014,15.0,4,205,3,2,1,30,3
1081,41,2013,10.0,3,63,3,2,2,60,1
5214,6,2011,11.0,6,0,4,1,1,30,3
1080,1,2013,18.0,5,0,3,2,2,30,3
534,60,2005,17.0,4,0,3,1,1,30,3
0,13,2013,11.0,3,0,6,1,1,30,3
0,42,2011,14.0,5,0,6,2,2,30,3
30,1,2013,5.0,5,0,3,1,1,50,2
383,50,2014,16.0,2,0,3,2,2,30,3
0,5,2012,16.0,2,0,6,1,1,30,2
520,21,2009,20.0,1,0,3,2,3,30,2
1238,12,2014,17.0,2,1171,3,1,2,30,2
0,1,2006,8.0,1,0,6,2,1,30,3
147,36,2006,13.0,1,0,3,1,1,30,3
104,1,2005,13.0,2,1006,3,1,1,30,3
25,41,2009,11.0,2,0,1,2,1,70,3
104,1,2014,17.0,2,0,4,1,1,30,3
3049,55,2012,14.0,3,0,3,1,1,30,2
67,11,2012,21.0,1,0,3,2,1,30,3
203,1,2010,16.0,2,301,3,2,1,30,3
0,20,2006,7.0,3,0,6,1,1,30,3
1159,42,2012,18.0,6,0,3,2,1,30,3
0,20,2006,3.0,1,0,6,2,3,20,3
1443,35,2012,15.0,2,0,4,2,1,60,3
1136,16,2009,7.0,3,0,3,2,1,40,3
70,45,2013,8.0,6,0,5,1,1,60,3
0,50,2011,13.0,3,0,6,1,1,30,3
4,43,2006,18.0,4,7302,3,2,1,30,3
470,43,2010,15.0,3,7302,4,2,1,30,3
404,1,2011,18.0,4,0,3,2,1,30,3
326,44,2013,18.0,7,0,3,3,2,40,2
6014,30,2006,18.0,2,0,4,3,1,30,3
6409,13,2006,10.0,4,0,4,2,2,30,3
4,54,2006,18.0,1,0,1,4,1,70,3
0,20,2012,17.0,7,0,6,1,1,30,3
62,6,2014,17.0,6,0,3,4,1,30,3
0,13,2010,12.0,3,0,6,3,1,30,3
0,1,2005,10.0,6,0,6,2,2,30,3
0,7,2011,11.0,5,0,6,1,1,30,3
309,47,2006,12.0,5,0,5,2,2,60,2
465,61,2007,7.0,5,0,3,3,2,60,2
594,36,2009,22.0,3,0,5,2,2,60,3
0,20,2005,16.0,4,0,6,1,1,30,3
201,1,2012,17.0,2,0,3,2,1,30,3
2100,47,2009,14.0,2,0,3,1,1,30,2
6089,14,2013,8.0,1,6090,4,2,2,40,3
0,52,2012,15.0,5,0,6,2,1,30,3
4453,23,2006,12.0,3,0,4,1,1,60,2
63,12,2011,16.0,6,0,3,2,1,30,3
661,13,2013,13.0,2,0,3,2,1,30,2
422,23,2005,15.0,2,6429,3,4,2,60,3
0,17,2014,16.0,7,0,6,1,1,30,3
1,41,2006,16.0,3,0,1,2,1,70,3
3204,33,2012,8.0,3,3212,6,1,1,30,3
0,4,2012,5.0,7,0,6,4,1,30,3
0,22,2009,17.0,5,0,6,2,1,30,3
0,20,2009,21.0,1,4540,6,6,1,30,2
134,36,2010,9.0,7,60,3,2,1,60,3
4,43,2011,13.0,3,0,1,1,1,70,3
0,4,2010,18.0,4,0,6,2,1,30,3
0,97,2007,14.0,3,0,6,2,3,30,3
0,47,2011,8.0,7,0,6,1,1,30,3
0,44,2014,15.0,7,0,6,1,1,20,3
0,42,2006,8.0,3,0,6,1,1,30,3
5250,30,2009,16.0,2,81,3,2,1,30,3
133,42,2011,17.0,2,1027,3,1,1,30,2
6003,33,2009,8.0,3,8114,3,3,1,30,3
5077,7,2013,13.0,1,0,4,2,1,30,3
0,42,2012,17.0,3,0,6,1,1,30,3
0,46,2005,8.0,6,0,6,2,1,30,3
1094,37,2005,16.0,1,-1,3,4,1,30,3
41,7,2010,13.0,6,5032,3,1,1,50,2
0,42,2013,11.0,2,0,6,2,1,30,3
496,60,2012,12.0,4,0,3,2,1,60,3
68,11,2011,18.0,6,0,3,2,3,30,3
437,1,2011,17.0,5,0,3,1,1,30,3
2042,46,2014,18.0,5,0,3,1,1,30,3
232,1,2007,14.0,2,0,3,2,1,30,3
0,1,2006,10.0,5,0,6,1,1,30,3
62,7,2005,11.0,1,0,1,4,1,70,2
0,30,2011,18.0,3,0,6,2,1,30,3
46,32,2007,18.0,6,0,3,3,3,60,3
0,62,2010,9.0,4,0,6,1,1,30,3
751,97,2009,11.0,2,0,4,2,2,60,1
31,44,2005,16.0,4,0,3,1,1,70,1
41,43,2011,0.0,5,0,3,1,1,60,3
4055,52,2006,18.0,5,0,4,1,1,30,3
0,32,2013,17.0,5,0,6,2,1,30,3
1307,35,2009,18.0,6,281,3,2,1,30,2
58,13,2005,23.0,4,0,3,2,4,30,2
0,4,2010,15.0,3,0,6,2,1,30,3
271,47,2005,12.0,3,0,3,2,3,40,3
629,14,2013,14.0,6,630,3,2,4,40,3
5005,10,2011,16.0,2,0,6,2,1,30,3
0,36,2006,17.0,5,0,6,2,1,60,3
7152,43,2010,7.0,2,7152,6,2,1,40,3
639,13,2006,8.0,6,0,3,2,2,40,3
49,6,2011,12.0,6,0,3,2,1,30,3
1008,42,2010,16.0,4,0,4,2,1,30,3
60,31,2014,15.0,5,6075,3,2,1,30,3
264,46,2013,10.0,3,0,3,2,1,40,3
247,46,2010,22.0,1,0,5,2,6,60,2
5076,7,2014,15.0,4,0,4,1,1,30,3
0,13,2005,16.0,3,0,6,1,1,30,3
0,1,2012,22.0,2,106,5,2,2,30,3
0,14,2010,8.0,5,0,6,2,1,30,3
134,1,2014,21.0,3,0,4,2,1,30,3
0,62,2013,8.0,6,0,6,2,1,30,3
0,13,2014,15.0,6,0,6,2,1,30,3
10,1,2007,10.0,6,0,3,1,2,30,3
243,1,2009,7.0,5,0,3,2,1,30,3
25,45,2007,16.0,4,0,3,2,2,30,3
34,43,2006,15.0,5,0,3,2,1,70,3
0,47,2012,17.0,1,0,6,1,1,60,3
10,41,2013,13.0,6,888,3,2,1,30,3
5228,40,2010,17.0,5,0,3,2,1,30,3
0,47,2014,14.0,1,0,6,1,1,30,3
0,1,2013,18.0,2,0,5,2,1,30,3
327,10,2011,19.0,5,0,6,2,1,20,3
4106,20,2007,17.0,4,0,4,2,1,30,3
0,95,2007,5.0,3,0,6,1,1,60,3
13,42,2005,8.0,4,0,3,1,1,70,3
370,52,2007,17.0,1,0,3,1,2,30,3
1042,33,2011,13.0,6,1037,5,2,1,30,3
23,47,2012,7.0,2,2114,3,2,1,60,2
229,46,2014,16.0,7,0,3,2,2,30,3
14,35,2013,8.0,3,0,3,2,1,70,3
3044,1,2005,16.0,7,3044,3,2,2,40,3
0,20,2005,16.0,3,0,6,2,1,30,3
0,22,2005,6.0,4,0,6,2,2,60,3
0,6,2011,15.0,5,5186,6,2,3,30,3
0,6,2011,8.0,2,0,5,1,1,30,3
466,61,2010,7.0,4,0,3,2,1,60,3
4234,22,2014,14.0,3,4229,4,2,1,60,3
5378,41,2011,6.0,5,0,4,1,1,30,3
0,6,2013,19.0,6,0,5,3,2,30,3
138,1,2007,13.0,2,150,4,2,1,30,2
3218,1,2013,1.0,6,0,3,1,1,30,2
1000,41,2012,18.0,5,515,3,2,3,60,3
660,13,2007,16.0,4,0,3,2,1,30,3
1123,37,2013,13.0,6,0,4,2,1,60,3
0,46,2006,12.0,1,0,6,1,1,60,3
5174,5,2006,17.0,3,0,4,2,1,30,3
26,46,2010,16.0,3,0,3,2,3,30,3
0,1,2013,17.0,6,0,5,2,1,30,3
41,20,2014,19.0,1,0,3,1,1,30,3
0,50,2011,10.0,6,0,6,2,2,30,3
0,44,2007,12.0,2,0,6,2,1,30,3
448,22,2012,11.0,5,449,3,2,1,30,3
41,20,2011,21.0,4,0,3,2,2,30,3
56,6,2014,11.0,6,0,3,2,5,30,3
337,44,2007,16.0,3,3064,3,2,1,30,3
1025,42,2009,13.0,6,0,4,3,2,60,3
658,13,2007,17.0,4,0,3,2,1,30,3
3064,55,2012,17.0,3,0,4,2,1,30,3
0,62,2005,14.0,5,0,6,1,1,30,3
0,20,2006,23.0,4,0,6,2,2,30,3
0,20,2014,12.0,7,0,6,2,1,30,3
1261,1,2011,17.0,4,0,3,2,1,30,3
50,30,2006,13.0,4,0,3,3,4,70,3
336,54,2007,17.0,5,0,5,2,3,60,3
1074,37,2011,8.0,2,0,4,2,2,30,3
374,50,2007,12.0,3,0,3,1,1,60,3
0,50,2005,17.0,4,0,6,2,1,60,3
274,46,2013,13.0,4,0,3,1,1,30,3
5018,21,2013,9.0,3,0,4,2,1,30,3
142,1,2011,18.0,1,0,4,1,1,30,3
23,1,2006,21.0,6,0,3,2,1,30,3
174,17,2011,8.0,4,0,3,2,2,60,2
0,44,2013,11.0,5,0,6,2,1,30,3
215,1,2007,9.0,6,0,3,1,1,30,3
0,42,2005,19.0,2,0,6,2,1,30,3
6226,6,2010,15.0,7,0,4,2,1,30,3
3059,55,2011,18.0,2,0,4,2,1,30,3
595,3,2012,8.0,5,0,3,1,1,40,3
511,21,2010,12.0,2,1,3,1,1,30,3
13,42,2013,15.0,4,0,3,2,1,40,3
62,13,2011,11.0,6,62,1,2,1,70,3
0,48,2013,17.0,4,10,5,1,1,30,3
5405,21,2013,14.0,6,0,4,1,1,60,3
0,6,2007,19.0,4,0,5,1,1,30,3
0,1,2007,15.0,2,0,6,1,1,30,3
0,54,2010,17.0,2,0,6,3,2,30,3
5106,4,2009,8.0,6,0,3,2,1,60,3
0,3,2013,15.0,6,0,6,1,1,30,3
38,30,2014,20.0,5,0,3,1,1,70,2
3,45,2006,4.0,2,0,1,1,1,70,3
23,1,2011,7.0,4,0,3,2,2,30,3
24,1,2010,8.0,1,214,3,2,1,30,3
10,48,2007,11.0,2,0,3,1,1,30,3
422,34,2006,6.0,4,5631,3,1,1,30,3
3054,44,2006,10.0,6,0,3,1,1,30,3
25,45,2012,16.0,5,0,1,1,1,70,3
31,44,2010,0.0,6,0,3,1,1,70,3
142,35,2012,4.0,7,0,3,2,1,60,2
273,1,2012,12.0,5,266,4,1,1,30,3
183,31,2012,3.0,7,609,5,1,1,30,2
384,50,2005,15.0,5,0,3,2,1,60,3
0,1,2005,7.0,2,0,6,2,1,30,3
5,52,2010,12.0,2,0,1,3,1,70,3
420,52,2009,14.0,2,0,3,2,1,30,3
0,6,2010,22.0,5,0,6,2,1,30,3
3,44,2011,13.0,6,27,3,2,1,60,3
804,97,2011,0.0,1,0,4,1,1,60,1
27,47,2006,7.0,4,0,3,3,1,30,3
537,7,2010,12.0,3,0,3,1,1,30,2
222,1,2006,9.0,5,0,3,3,1,30,3
0,40,2011,15.0,2,0,6,2,2,20,3
