1st_Road_Number,Police_Force,Year,heure_num,Day_of_Week,2nd_Road_Number,1st_Road_Class,Number_of_Vehicles,Number_of_Casualties,Speed_limit,Accident_Severity
638,13,2009,20.0,6,0,3,1,1,30,2
0,22,2012,17.0,6,0,6,2,1,40,3
0,50,2010,14.0,5,0,6,2,2,60,3
0,50,2006,0.0,7,0,6,1,1,30,3
6102,14,2006,17.0,4,0,3,1,1,30,1
231,46,2007,14.0,4,0,3,3,1,30,3
908,37,2009,10.0,3,0,5,3,1,30,1
631,31,2013,10.0,5,0,3,2,2,50,2
27,44,2012,11.0,5,3,3,2,1,30,2
0,20,2013,19.0,7,4099,6,1,1,30,1
0,44,2011,15.0,1,0,6,2,2,40,1
48,63,2014,8.0,5,0,3,2,1,70,3
583,4,2013,13.0,4,0,3,1,2,30,2
4026,21,2009,15.0,3,0,3,1,1,40,3
0,47,2006,7.0,1,0,6,2,3,30,2
101,43,2007,8.0,4,0,6,2,1,30,2
892,91,2012,21.0,7,0,4,1,2,60,1
0,4,2006,8.0,4,0,6,1,1,30,2
650,13,2012,15.0,2,0,3,1,1,30,2
31,44,2011,13.0,7,31,3,1,1,60,2
6006,31,2007,9.0,7,6464,4,2,2,30,2
0,1,2012,16.0,4,0,5,2,1,30,2
189,10,2007,22.0,1,0,3,1,2,70,1
0,5,2005,15.0,2,540,6,1,1,30,2
0,62,2007,6.0,1,0,6,1,2,30,2
0,95,2005,13.0,5,0,6,1,1,30,3
0,95,2013,13.0,7,0,6,1,1,30,3
432,52,2006,0.0,5,0,3,2,1,30,2
233,1,2009,1.0,3,0,3,1,1,30,1
4060,52,2009,18.0,4,0,4,2,1,30,3
3129,52,2010,13.0,7,0,4,2,1,30,3
9157,94,2006,18.0,6,0,4,2,2,60,2
0,40,2010,15.0,2,0,6,2,2,30,3
2150,44,2014,19.0,2,0,4,2,1,30,3
0,5,2012,18.0,2,0,6,2,1,30,3
247,46,2009,15.0,6,0,5,1,1,30,2
624,37,2014,13.0,7,0,5,1,1,30,3
1010,1,2009,17.0,4,0,3,1,1,30,2
3051,44,2011,8.0,6,0,4,2,3,40,1
274,46,2014,16.0,6,0,3,2,2,50,2
3,1,2014,12.0,4,0,3,2,1,30,3
320,45,2011,7.0,5,0,3,3,1,40,2
2217,1,2005,8.0,6,0,3,1,1,30,2
50,21,2005,13.0,7,50,3,4,1,60,3
228,46,2005,9.0,5,0,3,2,2,40,2
666,6,2007,20.0,1,0,3,3,5,30,1
600,40,2012,12.0,2,421,3,1,1,40,2
0,5,2007,1.0,4,0,6,1,2,30,1
0,44,2014,16.0,3,0,6,1,1,30,3
666,6,2009,0.0,2,0,3,1,4,30,1
932,93,2013,15.0,2,0,3,1,1,30,2
706,97,2009,7.0,5,-1,3,1,1,60,1
1,41,2007,2.0,7,0,2,1,2,70,1
0,1,2006,8.0,5,10,6,2,1,30,3
0,32,2013,10.0,7,0,6,2,1,30,2
0,6,2007,19.0,2,0,5,2,1,60,1
6067,14,2014,22.0,7,0,4,2,3,60,3
429,53,2013,7.0,1,0,3,2,2,60,3
30,50,2014,8.0,6,0,3,1,1,70,1
548,60,2005,16.0,2,0,3,2,1,40,3
3,1,2012,17.0,6,0,3,2,1,30,3
0,62,2006,22.0,6,4265,6,2,2,30,3
92,94,2010,19.0,6,0,3,1,2,60,1
5493,23,2013,5.0,4,0,4,2,2,60,1
5207,5,2007,18.0,6,0,3,2,1,30,3
6179,30,2005,17.0,6,70,4,2,1,30,2
318,30,2005,19.0,6,6,5,2,1,30,3
39,52,2007,5.0,1,0,3,3,6,40,2
2041,1,2011,13.0,3,206,3,2,1,30,2
508,34,2006,13.0,4,26,3,4,2,60,3
6,30,2007,16.0,4,6020,3,2,2,50,2
5252,4,2007,17.0,6,5252,4,1,1,40,1
9404,33,2013,9.0,3,0,5,2,1,30,2
37,31,2013,16.0,7,0,5,3,3,60,3
2000,1,2012,1.0,6,0,3,1,1,30,1
47,35,2014,21.0,6,0,3,1,3,60,1
533,7,2005,7.0,3,0,3,2,1,60,1
0,31,2007,15.0,3,0,6,2,1,30,2
239,12,2013,16.0,6,621,6,2,1,30,2
442,22,2010,7.0,2,0,3,3,4,60,1
441,22,2007,9.0,4,0,3,2,1,40,3
1057,42,2009,18.0,2,0,4,1,1,60,1
0,1,2005,10.0,1,0,5,2,1,30,3
14,34,2006,8.0,3,0,3,2,1,70,1
83,97,2010,16.0,7,0,3,2,2,60,1
0,97,2013,15.0,6,0,6,1,1,30,3
503,1,2005,1.0,1,107,3,2,1,30,3
0,61,2012,9.0,6,0,6,1,1,30,3
58,6,2014,23.0,4,0,3,2,1,30,2
0,55,2006,13.0,5,0,6,1,2,30,1
361,54,2013,20.0,2,0,3,1,1,30,1
0,13,2009,18.0,3,0,6,2,5,40,3
46,53,2012,15.0,3,0,3,2,1,30,1
0,13,2005,8.0,4,0,6,1,1,30,2
0,5,2006,16.0,3,0,6,2,1,30,3
3049,55,2006,1.0,3,0,3,1,1,30,3
112,1,2006,20.0,2,112,3,2,1,30,3
601,30,2013,13.0,5,52,3,2,1,40,2
4506,43,2005,19.0,6,0,4,1,1,60,2
25,45,2014,6.0,6,0,1,2,1,70,3
22,47,2012,15.0,7,0,3,2,4,60,2
38,52,2009,22.0,3,0,3,1,1,30,2
0,92,2011,9.0,7,0,6,2,1,30,2
647,13,2007,16.0,5,0,3,1,1,30,2
617,31,2012,10.0,6,21,3,3,3,50,3
240,45,2005,10.0,3,2022,3,2,3,40,1
10,1,2011,17.0,6,0,3,1,1,30,3
365,54,2014,1.0,6,0,5,1,1,30,3
0,5,2005,16.0,7,565,6,1,1,30,3
4020,1,2012,16.0,2,0,3,2,1,30,2
0,61,2013,3.0,1,0,6,1,1,30,2
4226,53,2012,9.0,3,0,4,1,2,60,1
0,1,2012,15.0,6,0,5,1,1,30,2
0,1,2005,14.0,6,0,6,1,1,30,3
0,6,2014,10.0,5,0,5,2,1,30,1
454,22,2010,15.0,2,0,3,2,2,30,3
3681,45,2012,17.0,2,0,6,1,1,30,3
142,35,2006,19.0,3,0,3,3,3,60,1
763,97,2005,10.0,3,749,4,2,1,30,3
0,47,2007,8.0,1,0,5,1,1,60,1
1033,16,2009,7.0,2,0,3,2,4,30,3
6,20,2011,23.0,2,0,1,3,3,70,1
39,52,2005,23.0,7,0,3,1,1,60,1
442,22,2005,16.0,6,0,3,2,3,70,1
0,5,2011,12.0,4,0,6,2,1,30,2
66,3,2012,14.0,3,0,3,3,2,70,2
8004,53,2009,16.0,2,38,5,2,1,30,3
862,91,2009,23.0,6,0,3,1,4,60,1
0,47,2012,9.0,2,0,6,3,2,30,2
1249,12,2007,12.0,1,0,4,1,4,60,1
184,42,2012,15.0,7,0,4,1,1,30,3
65,13,2011,16.0,4,0,3,1,1,30,1
57,6,2006,4.0,1,0,3,1,1,30,1
7524,34,2009,12.0,2,7761,6,2,2,30,3
2052,46,2012,3.0,7,0,4,1,5,30,1
0,1,2010,9.0,3,0,6,2,1,30,3
45,34,2009,20.0,3,0,3,1,1,70,1
3081,55,2012,20.0,6,0,4,2,1,30,3
2155,44,2014,15.0,2,0,5,1,1,30,2
0,23,2014,16.0,2,0,6,1,1,60,2
355,7,2014,16.0,7,0,5,2,1,60,1
0,95,2005,1.0,7,0,6,3,1,30,2
180,16,2006,7.0,3,0,3,2,1,30,2
4077,53,2012,16.0,3,0,4,2,2,60,1
20,1,2011,18.0,4,0,3,3,2,30,2
811,96,2005,22.0,3,0,3,1,3,60,1
9002,43,2010,5.0,5,8007,5,2,2,60,1
60,31,2009,9.0,4,634,3,2,1,40,2
698,95,2010,16.0,2,0,3,2,1,60,2
4,1,2011,8.0,4,0,3,1,2,30,3
255,46,2006,19.0,1,0,3,2,2,30,1
183,31,2006,20.0,3,0,5,1,1,30,1
4304,33,2005,21.0,7,0,5,1,1,60,1
5412,4,2010,7.0,2,585,4,2,1,30,3
406,1,2012,0.0,7,0,3,1,1,50,1
518,21,2010,3.0,6,0,3,1,4,60,1
29,47,2014,16.0,1,0,3,3,4,50,1
457,20,2010,4.0,6,0,3,1,5,30,1
2215,45,2007,17.0,5,0,4,3,2,60,1
28,46,2007,15.0,4,262,3,2,1,60,2
489,63,2006,15.0,5,0,3,2,1,60,2
118,1,2012,16.0,1,0,4,1,1,30,2
11,35,2011,22.0,3,0,1,2,1,70,3
70,95,2012,14.0,6,0,3,2,1,30,2
44,43,2013,18.0,7,0,3,2,1,50,3
28,46,2014,15.0,4,0,3,2,3,50,1
658,12,2010,17.0,5,6163,3,3,2,60,1
1062,36,2006,8.0,3,-1,3,3,1,40,3
6135,14,2009,12.0,4,109,3,2,1,50,3
0,1,2009,7.0,3,0,6,2,1,30,3
578,6,2007,6.0,3,0,3,2,1,30,3
155,54,2010,0.0,5,0,5,1,1,60,3
17,32,2012,16.0,1,0,3,2,3,60,1
0,4,2011,9.0,6,0,6,2,1,60,1
6279,11,2013,14.0,1,182,4,2,2,40,3
682,31,2005,17.0,5,0,4,3,1,30,3
0,47,2010,13.0,3,0,6,2,1,30,3
603,21,2012,9.0,5,19,5,2,1,30,3
6,30,2009,16.0,1,6,3,1,1,40,2
0,31,2011,10.0,7,0,6,1,1,30,1
0,1,2014,8.0,3,0,5,1,1,30,2
2,23,2005,18.0,7,5493,6,2,2,60,1
3612,46,2011,14.0,4,0,6,1,1,30,2
630,14,2006,22.0,6,0,3,2,4,30,2
452,1,2009,16.0,3,0,4,2,1,30,3
288,44,2010,13.0,7,0,3,2,1,30,1
1074,36,2006,14.0,7,-1,3,2,2,30,1
0,14,2009,21.0,6,0,6,3,1,20,3
59,4,2011,7.0,1,0,3,1,1,30,3
509,34,2010,11.0,5,0,3,2,1,60,1
0,1,2010,10.0,6,0,6,2,1,30,1
0,1,2010,23.0,6,0,6,1,1,30,2
412,43,2009,18.0,4,0,3,1,2,60,1
7,95,2007,16.0,2,0,3,2,4,60,1
3073,55,2005,20.0,4,0,4,2,1,40,2
0,32,2012,16.0,2,0,6,2,1,30,1
686,31,2013,14.0,7,60,4,1,1,30,2
66,3,2014,18.0,1,0,3,3,1,70,1
625,14,2006,20.0,6,0,3,2,2,30,2
618,14,2006,20.0,6,0,3,1,1,60,3
0,6,2006,0.0,1,0,5,2,2,30,3
259,47,2014,8.0,3,0,3,2,1,30,3
356,52,2012,16.0,4,0,3,2,1,30,2
400,1,2009,23.0,3,0,3,1,1,30,1
0,13,2013,11.0,3,0,6,2,1,30,3
0,13,2005,18.0,5,0,6,2,1,30,1
0,11,2014,17.0,5,0,6,2,3,60,3
0,13,2005,15.0,6,0,6,2,1,30,2
1,32,2011,8.0,6,0,3,1,1,70,1
167,11,2009,11.0,3,0,3,2,1,30,3
0,47,2009,8.0,4,0,6,2,1,30,1
1,14,2005,21.0,6,0,1,5,8,70,1
0,36,2012,18.0,4,0,6,1,1,30,2
347,55,2012,17.0,2,347,3,1,1,30,2
1145,36,2011,17.0,5,0,4,2,1,50,1
631,14,2010,10.0,1,18,3,2,1,40,3
3090,52,2011,18.0,6,0,4,2,2,60,2
23,1,2013,21.0,1,0,3,2,1,30,2
1074,37,2011,8.0,2,0,4,2,2,30,3
487,63,2007,17.0,5,0,3,1,1,40,1
1043,35,2012,17.0,2,0,4,2,1,30,2
425,20,2006,22.0,5,0,4,2,1,30,1
1077,16,2014,9.0,2,1430,3,2,2,60,3
40,63,2010,12.0,2,0,3,1,1,70,3
659,12,2006,15.0,3,0,3,2,1,60,2
0,4,2010,6.0,3,0,6,2,1,60,3
3006,44,2009,17.0,3,0,4,1,1,60,3
689,17,2011,7.0,3,19,3,2,1,50,3
0,6,2007,15.0,6,0,5,1,1,40,2
623,30,2007,19.0,5,0,3,2,2,60,2
393,43,2014,9.0,5,0,6,1,1,60,2
0,13,2014,19.0,1,0,6,1,1,30,2
84,96,2010,14.0,7,0,3,5,4,60,1
1318,10,2013,9.0,2,0,4,1,1,30,3
2,46,2014,20.0,7,0,3,2,1,30,3
38,52,2007,10.0,5,3140,3,2,1,60,1
410,1,2010,6.0,3,0,3,2,1,30,1
112,31,2012,14.0,2,0,5,2,1,30,2
286,35,2013,19.0,6,0,5,1,2,30,1
0,14,2007,15.0,3,0,6,1,1,30,3
237,1,2007,17.0,3,0,3,2,1,30,3
0,20,2011,13.0,1,0,6,1,1,30,1
65,13,2011,16.0,5,0,3,2,1,30,2
483,62,2012,1.0,7,0,3,1,1,30,1
4102,23,2011,9.0,4,444,4,2,1,30,2
0,42,2013,22.0,1,0,6,1,1,30,2
0,61,2013,20.0,1,0,6,6,1,30,2
0,3,2011,19.0,6,0,6,2,1,60,3
0,96,2007,19.0,7,0,6,2,1,30,3
0,60,2010,9.0,7,0,6,1,1,30,2
27,47,2010,14.0,6,275,3,2,1,30,2
1049,35,2005,16.0,2,0,4,2,1,60,1
0,44,2006,7.0,4,0,6,2,1,30,3
0,6,2005,22.0,7,0,5,1,2,30,1
950,92,2011,1.0,6,0,3,2,1,30,2
786,97,2006,16.0,6,0,4,2,3,60,1
565,5,2005,15.0,5,0,3,1,1,30,1
0,1,2014,12.0,1,0,6,2,1,30,3
505,41,2009,15.0,2,197,3,1,1,50,1
12,55,2006,15.0,2,0,5,1,2,60,1
286,47,2005,18.0,2,0,3,1,1,40,3
0,47,2007,16.0,2,0,6,2,1,30,2
4040,20,2013,15.0,2,0,3,2,3,30,1
229,46,2014,3.0,4,0,3,2,1,70,1
530,7,2006,19.0,3,530,3,2,1,40,2
619,30,2007,16.0,5,0,3,3,1,30,2
91,96,2006,6.0,4,0,3,3,2,60,1
480,43,2006,18.0,3,0,4,2,2,60,1
0,30,2014,9.0,7,0,6,2,1,30,3
0,13,2007,5.0,3,0,6,1,1,30,1
4000,1,2010,0.0,5,0,3,2,2,30,3
1307,35,2014,18.0,6,0,3,2,1,30,2
0,96,2007,17.0,7,-1,6,1,1,30,3
0,30,2007,1.0,7,0,6,1,1,30,2
0,20,2010,13.0,6,0,6,2,1,30,3
319,32,2012,7.0,6,0,5,2,2,60,1
0,45,2009,17.0,4,0,6,2,1,30,2
0,6,2013,11.0,3,0,5,4,1,30,1
199,95,2005,13.0,6,0,3,2,1,40,1
0,97,2014,2.0,1,0,6,1,1,30,1
0,7,2006,9.0,5,0,6,1,2,30,2
5127,60,2013,21.0,2,0,4,2,1,30,3
43,34,2007,13.0,4,43,3,2,1,50,3
479,41,2012,19.0,7,1037,6,1,1,40,3
7019,97,2012,20.0,7,0,4,1,1,50,2
5117,6,2012,22.0,1,0,4,1,2,30,2
406,1,2014,15.0,6,0,3,2,3,50,2
1,14,2007,15.0,4,0,2,3,1,70,2
23,1,2006,18.0,3,0,3,1,1,30,2
1,1,2006,9.0,5,0,3,2,1,40,2
269,47,2006,13.0,6,0,3,1,1,30,1
41,1,2012,13.0,7,504,3,2,1,40,3
1156,37,2012,17.0,4,0,3,2,1,30,3
6179,30,2011,5.0,3,0,4,1,1,30,1
8,97,2006,10.0,2,0,3,1,1,30,1
6,21,2013,17.0,7,0,1,2,1,70,3
6417,30,2007,19.0,5,0,4,2,1,30,2
4455,23,2006,15.0,6,43,4,2,3,60,2
0,20,2009,12.0,7,0,6,2,1,30,1
644,13,2006,21.0,5,0,3,2,5,50,1
414,7,2006,13.0,7,0,5,2,3,60,2
0,97,2007,17.0,1,0,6,1,3,30,3
225,46,2013,12.0,3,0,3,2,1,30,3
114,1,2006,16.0,1,0,3,2,1,30,1
4109,20,2007,14.0,5,0,4,2,1,30,1
4,30,2009,13.0,7,0,5,3,1,30,3
578,6,2009,6.0,1,0,3,2,1,30,3
21,1,2014,18.0,7,0,3,1,1,30,1
31,55,2006,17.0,2,0,3,2,2,60,2
217,1,2010,15.0,5,0,3,1,1,30,3
530,7,2009,13.0,4,0,3,2,1,30,2
5063,6,2006,10.0,5,0,3,2,1,40,3
421,34,2013,10.0,4,0,3,5,3,60,3
556,41,2010,7.0,3,266,4,2,1,30,3
45,34,2012,23.0,6,0,3,1,2,40,1
0,47,2014,16.0,5,0,6,1,1,20,2
57,7,2005,3.0,3,574,3,1,1,30,1
255,46,2014,13.0,7,0,3,1,1,30,3
4259,54,2010,11.0,7,313,3,2,1,30,3
6516,10,2007,12.0,3,6516,6,2,1,30,3
39,52,2009,16.0,4,0,3,1,1,30,2
33,44,2009,16.0,6,0,3,2,2,50,2
691,41,2010,9.0,2,140,4,2,1,30,2
17,36,2007,10.0,3,12,3,2,1,60,1
38,20,2014,11.0,7,0,3,2,1,30,3
0,16,2007,8.0,5,0,6,2,2,60,1
0,22,2010,15.0,3,0,6,1,1,30,2
26,47,2005,1.0,1,0,3,1,1,60,3
327,43,2007,15.0,3,0,3,1,1,30,3
0,1,2014,16.0,4,0,5,2,2,30,3
0,5,2012,14.0,6,0,6,2,2,30,2
0,7,2013,16.0,4,5152,6,1,1,30,3
140,36,2005,12.0,7,189,3,2,2,60,1
15,35,2007,9.0,7,0,3,1,2,70,1
38,21,2014,20.0,1,38,3,1,1,70,1
0,44,2013,18.0,3,0,6,2,1,30,2
4540,20,2011,14.0,3,0,3,3,1,30,3
38,31,2012,14.0,2,0,3,2,1,40,3
412,43,2009,18.0,6,0,3,1,2,60,2
6,7,2009,7.0,4,0,1,4,1,70,3
0,20,2006,9.0,4,0,6,3,1,30,3
0,95,2007,10.0,6,0,6,2,1,30,3
146,34,2014,14.0,1,0,5,1,1,60,2
44,41,2005,13.0,3,45,5,1,1,30,3
40,43,2014,7.0,6,0,3,2,1,60,2
1108,36,2009,11.0,1,0,4,3,3,60,1
1112,37,2005,16.0,7,2816,4,2,2,40,2
3,44,2006,10.0,3,0,3,5,1,70,1
6102,14,2010,12.0,3,6200,3,2,1,30,3
83,97,2005,13.0,5,0,3,2,1,30,3
1079,16,2013,20.0,1,0,3,2,1,30,3
19,12,2012,20.0,2,0,3,1,2,70,1
38,22,2007,17.0,5,0,3,2,1,70,1
9,91,2010,9.0,2,0,3,1,1,70,1
6178,14,2013,5.0,3,0,3,2,1,30,2
5013,21,2005,14.0,2,0,4,2,1,60,1
0,44,2012,5.0,5,0,6,1,1,30,2
0,1,2007,3.0,4,0,6,1,3,30,3
5056,30,2005,6.0,3,0,4,2,4,60,2
350,54,2013,6.0,3,0,3,3,2,60,1
6102,14,2005,16.0,7,0,3,1,1,40,2
5058,5,2007,19.0,4,5038,3,1,2,30,2
0,1,2011,17.0,4,0,6,1,1,30,3
468,61,2009,21.0,3,0,3,2,2,60,1
374,50,2011,2.0,5,0,3,1,2,40,2
0,62,2011,18.0,5,0,6,2,1,30,3
1065,36,2005,6.0,1,0,3,1,3,60,1
0,62,2007,23.0,3,0,6,1,1,30,2
5315,21,2005,13.0,5,520,4,1,1,30,3
6,40,2006,15.0,7,0,3,1,1,70,3
400,1,2013,19.0,7,0,3,1,1,30,3
236,93,2012,11.0,4,0,5,1,1,30,1
0,13,2011,16.0,7,0,6,2,1,30,1
0,13,2006,13.0,4,0,6,2,1,30,3
2220,47,2005,9.0,2,0,3,1,1,40,1
690,11,2007,22.0,6,0,3,3,1,30,1
361,1,2010,8.0,5,0,4,2,1,30,2
290,46,2014,17.0,5,0,3,4,2,30,2
0,13,2005,17.0,5,0,6,2,1,30,3
801,95,2012,11.0,7,8047,3,2,1,60,3
21,1,2012,7.0,4,0,3,1,1,30,1
1352,42,2005,9.0,5,0,4,2,1,40,1
105,1,2006,8.0,4,105,3,1,1,30,2
303,54,2011,19.0,3,0,3,3,3,60,1
0,13,2007,16.0,5,0,6,1,1,30,3
5203,1,2012,13.0,4,5203,3,1,1,30,2
0,54,2005,14.0,2,0,6,2,3,30,1
1085,17,2011,21.0,4,0,3,2,1,30,3
36,54,2006,9.0,7,0,3,2,1,20,2
52,32,2007,17.0,3,0,3,2,2,60,2
723,98,2005,14.0,6,0,4,2,3,60,1
226,46,2005,15.0,7,0,3,2,1,40,1
33,44,2006,7.0,4,0,3,4,2,60,1
866,91,2006,3.0,7,0,3,1,1,40,1
11,1,2010,2.0,1,0,3,1,1,30,1
5493,21,2005,17.0,6,0,4,3,1,30,2
12,23,2013,1.0,7,0,5,1,1,30,2
61,14,2006,16.0,6,0,3,2,1,30,3
216,10,2014,22.0,6,0,5,2,1,30,2
6106,14,2006,12.0,6,0,4,2,1,60,1
584,4,2005,15.0,1,0,3,1,1,30,2
308,1,2011,17.0,1,0,3,1,1,30,3
6124,13,2009,8.0,7,0,4,2,1,30,1
521,21,2006,12.0,7,0,3,3,5,60,1
45,23,2005,8.0,2,0,3,2,2,60,1
27,44,2005,14.0,1,0,3,2,1,70,1
0,97,2013,22.0,6,0,6,1,1,30,3
40,1,2009,16.0,4,0,3,1,1,50,1
75,98,2009,0.0,6,0,3,1,1,60,1
80,97,2005,21.0,5,0,3,3,3,70,1
388,46,2007,12.0,6,0,5,1,1,30,1
1248,12,2013,6.0,4,0,4,3,6,60,1
5324,33,2012,3.0,1,0,4,1,2,40,2
0,20,2006,19.0,3,0,6,1,1,30,3
0,97,2009,14.0,1,0,6,2,1,30,1
6397,95,2009,8.0,2,0,4,1,1,60,3
234,1,2014,17.0,3,0,4,2,1,30,3
0,47,2009,5.0,4,0,6,2,1,30,3
60,6,2006,10.0,7,0,1,2,2,70,3
0,44,2012,11.0,6,0,6,2,1,30,2
5302,3,2005,10.0,1,0,4,3,3,60,1
565,5,2012,17.0,2,0,3,1,1,30,2
11,1,2014,14.0,6,142,3,1,1,30,2
149,36,2007,11.0,3,0,3,4,1,60,3
64,12,2012,5.0,6,0,3,1,2,70,2
6120,13,2010,17.0,6,0,3,3,1,60,3
45,34,2006,22.0,4,0,3,2,2,70,1
590,3,2007,15.0,7,0,3,2,1,60,3
0,20,2013,16.0,6,0,6,2,1,30,3
3,1,2006,11.0,7,0,3,1,1,30,2
483,63,2007,15.0,6,0,3,1,2,60,1
0,1,2011,13.0,1,0,6,1,1,30,3
547,60,2010,16.0,2,0,3,2,2,60,1
0,13,2010,17.0,2,64,6,2,1,30,3
0,7,2012,19.0,3,0,6,2,1,30,2
4054,62,2006,9.0,7,0,3,2,1,30,3
312,1,2014,3.0,6,0,3,1,1,30,1
0,32,2012,16.0,6,0,6,2,1,40,3
3293,50,2014,16.0,6,0,4,2,3,40,1
0,6,2005,15.0,7,0,6,1,1,30,2
149,36,2005,12.0,2,0,3,2,1,60,1
606,33,2005,19.0,5,0,3,2,2,60,1
0,13,2009,23.0,5,0,6,2,1,30,2
626,6,2007,19.0,1,0,3,2,2,30,2
18,54,2007,21.0,4,0,5,1,1,60,3
0,1,2005,16.0,6,0,6,1,1,30,1
1101,35,2007,19.0,6,0,3,1,4,60,1
404,1,2005,19.0,5,0,3,1,1,30,1
0,16,2014,18.0,2,0,6,2,1,30,3
219,1,2007,9.0,3,0,3,1,1,30,1
0,47,2006,14.0,4,0,6,2,1,30,3
4114,20,2010,22.0,4,0,4,2,1,30,3
110,1,2006,12.0,3,0,3,1,1,40,1
324,45,2006,5.0,7,3606,3,2,1,30,2
0,4,2010,16.0,4,0,6,1,1,30,3
4202,1,2013,17.0,7,0,3,1,1,30,2
956,92,2014,9.0,2,0,3,1,1,30,1
0,1,2012,13.0,3,0,6,1,1,30,2
0,97,2012,8.0,4,0,6,1,1,30,2
1170,41,2009,10.0,5,1170,3,2,2,70,2
0,46,2009,13.0,3,2,6,1,1,30,2
1065,37,2007,15.0,4,0,3,2,2,60,1
281,47,2007,17.0,4,0,3,1,1,40,1
4031,20,2009,5.0,6,0,3,2,1,30,1
34,43,2007,19.0,3,0,3,3,1,70,1
2011,47,2009,6.0,2,0,3,1,2,70,1
177,1,2011,14.0,4,0,4,2,1,30,3
10,41,2006,9.0,1,54,3,1,1,40,1
414,42,2014,19.0,5,0,3,2,3,60,1
308,45,2014,13.0,7,0,3,2,1,40,2
41,41,2005,11.0,1,0,3,1,1,70,3
406,1,2007,7.0,3,0,3,2,1,30,3
1018,42,2006,2.0,5,0,4,1,1,60,1
318,43,2014,16.0,7,0,6,1,1,60,3
40,43,2014,11.0,6,0,1,2,1,70,1
1501,37,2010,17.0,3,969,6,1,1,30,2
4,43,2007,19.0,1,0,1,8,8,70,2
49,7,2006,15.0,6,534,3,2,4,60,2
4450,53,2007,10.0,1,138,4,1,1,60,2
50,7,2013,14.0,7,0,3,2,1,30,3
6170,6,2012,18.0,5,0,4,2,1,30,1
5,34,2005,20.0,4,0,3,3,2,60,2
5038,5,2013,9.0,4,5036,3,2,1,30,3
65,13,2005,20.0,3,6152,3,2,3,30,3
406,1,2009,15.0,4,0,3,1,1,40,2
4282,62,2014,16.0,6,0,4,3,5,60,3
302,1,2006,13.0,4,0,4,2,1,30,2
0,1,2011,7.0,3,0,5,1,1,30,1
894,91,2006,15.0,1,0,3,1,1,60,3
231,46,2011,18.0,6,0,3,2,5,30,2
51,35,2007,17.0,2,0,5,2,1,30,2
217,1,2009,0.0,6,0,3,2,1,30,2
10,1,2007,21.0,4,0,3,1,1,30,2
567,41,2005,14.0,3,736,6,2,1,30,3
259,47,2010,19.0,4,0,3,4,3,40,3
680,4,2007,20.0,1,0,3,1,1,30,2
6,3,2007,17.0,3,0,1,1,7,70,1
631,32,2005,12.0,6,1103,3,1,1,60,1
148,36,2010,5.0,2,1454,3,2,4,60,1
69,3,2014,15.0,5,0,3,3,1,30,3
10,36,2010,7.0,2,0,3,2,3,60,1
470,63,2005,12.0,4,0,3,2,2,60,3
54,7,2005,18.0,4,0,3,3,2,30,1
0,20,2006,14.0,5,0,6,1,2,30,1
28,46,2006,19.0,1,0,3,1,2,60,1
35,55,2013,8.0,6,0,3,2,1,30,2
4064,62,2012,11.0,2,4093,3,1,2,30,1
303,52,2007,22.0,5,0,3,7,2,70,1
1077,37,2005,21.0,1,366,4,2,3,30,2
42,33,2011,23.0,6,0,3,3,2,70,1
1017,37,2013,13.0,1,0,3,2,1,60,1
3011,46,2009,14.0,6,0,6,1,1,20,3
961,91,2014,16.0,4,0,3,3,1,60,1
3,44,2012,16.0,2,3,3,2,3,70,1
6131,14,2012,10.0,6,0,4,2,1,30,1
420,52,2006,18.0,7,0,3,1,2,30,1
11,1,2010,19.0,3,1202,3,2,1,30,2
701,95,2005,8.0,6,0,3,1,1,60,2
1152,37,2014,11.0,7,0,3,1,1,40,2
24,31,2005,19.0,5,0,5,2,1,30,2
0,1,2006,1.0,1,0,6,2,1,30,3
124,1,2012,0.0,7,117,3,1,1,30,1
0,63,2007,10.0,3,0,6,2,1,60,1
329,12,2007,7.0,3,0,5,2,1,30,1
533,7,2014,17.0,5,5509,3,2,1,30,3
2030,44,2007,20.0,5,0,3,2,1,70,1
289,46,2013,6.0,5,0,3,2,1,50,3
4088,1,2013,22.0,7,0,3,1,1,30,1
6007,30,2014,15.0,3,0,3,2,1,30,2
14,35,2013,11.0,5,14,3,3,1,70,2
4130,43,2010,19.0,3,0,3,2,1,60,1
0,5,2006,10.0,2,0,6,2,1,30,3
70,97,2007,1.0,1,0,3,1,1,60,1
75,41,2010,19.0,7,0,5,2,1,30,2
0,60,2013,2.0,7,0,6,1,5,60,1
568,33,2012,13.0,3,0,4,2,1,30,3
4,52,2009,17.0,3,0,3,2,2,50,1
56,7,2013,17.0,5,0,1,4,2,70,2
5212,7,2010,19.0,3,0,4,1,1,60,2
815,97,2009,17.0,3,0,3,1,1,60,2
29,30,2007,19.0,3,0,5,2,1,60,3
804,97,2011,0.0,1,0,4,1,1,60,1
4,1,2007,13.0,2,4,3,1,1,30,1
62,13,2014,2.0,7,0,1,1,1,70,1
570,4,2006,23.0,7,5242,3,1,1,40,1
676,33,2013,10.0,7,0,4,2,1,60,1
64,12,2007,19.0,2,0,3,6,1,70,1
192,47,2006,15.0,3,0,5,1,1,60,1
0,42,2006,16.0,3,0,6,2,3,60,3
0,5,2012,11.0,2,0,6,1,1,30,3
