1st_Road_Number,Police_Force,Year,heure_num,Day_of_Week,2nd_Road_Number,1st_Road_Class,Number_of_Vehicles,Number_of_Casualties,Speed_limit,Accident_Severity
455,1,2005,5.0,7,0,4,2,2,30,0
0,20,2009,12.0,2,0,6,2,1,30,0
608,31,2007,12.0,5,0,3,2,1,40,1
308,1,2013,20.0,5,0,3,2,1,30,1
42,22,2014,12.0,3,38,1,2,1,70,1
1119,35,2013,6.0,4,57,5,2,1,30,0
212,1,2007,14.0,3,0,3,2,1,30,1
166,43,2009,18.0,5,-1,6,2,1,30,0
3098,54,2011,16.0,2,0,4,2,1,60,0
231,46,2007,14.0,4,0,3,3,1,30,1
0,1,2013,18.0,1,0,5,2,2,30,1
25,41,2007,6.0,3,0,1,2,2,70,0
665,6,2009,19.0,6,0,3,2,1,30,1
0,1,2014,15.0,5,0,6,1,1,30,0
23,47,2011,5.0,5,23,1,2,3,70,0
0,97,2011,18.0,7,0,6,2,1,30,1
452,23,2012,16.0,1,0,3,1,1,30,0
660,35,2011,8.0,2,0,4,2,3,60,0
6,6,2006,2.0,1,5063,3,1,1,40,0
6,4,2012,16.0,4,0,3,2,1,30,1
64,12,2010,5.0,6,0,3,2,1,60,0
642,13,2014,17.0,2,0,3,2,1,30,1
0,94,2009,23.0,5,0,6,2,2,30,0
0,4,2013,17.0,3,0,6,2,1,30,0
4180,1,2014,19.0,1,0,3,1,1,30,1
208,1,2006,13.0,3,0,3,2,1,30,1
127,10,2014,19.0,3,6607,5,2,2,30,0
0,52,2005,8.0,4,0,6,1,1,30,0
2543,45,2009,10.0,1,0,6,2,1,30,1
0,1,2009,18.0,2,0,5,2,1,30,0
6154,13,2010,15.0,1,0,4,2,1,30,1
4,62,2006,6.0,2,0,1,4,1,70,1
5119,60,2007,18.0,7,5126,3,2,3,30,1
366,46,2014,5.0,6,0,5,5,1,30,0
0,20,2007,12.0,4,0,6,1,1,30,1
5,21,2013,1.0,7,92,3,2,1,50,1
334,44,2013,17.0,2,334,3,1,1,40,1
410,7,2006,16.0,3,0,5,2,1,60,1
1,14,2007,3.0,6,61,1,2,1,60,0
6463,14,2014,7.0,5,0,4,2,1,60,1
6135,14,2010,5.0,4,6063,3,2,1,30,0
658,13,2012,17.0,6,0,3,3,2,50,1
4139,63,2007,23.0,6,0,3,1,1,30,1
3057,44,2005,17.0,2,0,3,2,1,40,0
6002,30,2006,8.0,4,0,4,2,1,30,1
1298,10,2009,23.0,1,236,4,2,1,30,1
0,1,2007,7.0,7,0,5,2,2,30,1
0,52,2007,11.0,2,0,6,2,1,60,1
0,1,2012,19.0,1,0,6,2,1,30,1
0,14,2010,18.0,5,0,6,1,1,30,0
3057,44,2009,16.0,1,3402,3,3,1,30,0
0,1,2013,19.0,5,0,6,2,1,30,1
192,47,2005,7.0,2,0,5,2,1,30,0
41,43,2012,15.0,6,0,3,2,1,70,1
325,21,2010,14.0,7,0,6,1,1,30,1
0,1,2012,12.0,2,0,5,1,1,30,0
20,46,2010,13.0,7,0,3,2,2,40,0
0,40,2010,15.0,5,0,6,1,1,30,0
468,61,2014,5.0,3,0,3,1,1,50,1
0,1,2005,18.0,2,0,5,1,1,30,0
0,5,2012,11.0,2,0,6,1,1,30,1
641,13,2010,18.0,1,0,3,1,1,30,1
319,43,2005,20.0,2,0,6,2,1,60,1
38,52,2012,18.0,2,0,3,2,1,30,1
0,1,2005,8.0,3,0,5,1,1,30,1
0,1,2013,10.0,5,0,5,4,2,30,1
632,36,2014,23.0,4,0,5,2,6,30,0
658,13,2006,12.0,1,0,3,2,2,50,1
6008,31,2011,15.0,5,0,3,2,1,30,0
186,10,2007,8.0,3,0,3,1,1,30,0
50,34,2005,22.0,4,8856,3,2,2,30,0
6,30,2014,18.0,7,0,3,2,1,30,0
30,50,2014,8.0,6,0,3,1,1,70,0
215,1,2010,18.0,1,214,3,2,1,30,1
343,44,2011,16.0,7,0,3,3,1,50,1
446,23,2006,19.0,6,0,3,1,1,70,0
1051,7,2005,11.0,3,49,5,2,1,30,1
23,1,2012,10.0,5,0,3,2,2,30,0
59,12,2007,14.0,3,6069,3,2,2,60,0
213,1,2006,10.0,3,0,3,1,1,30,1
56,6,2009,18.0,2,0,3,2,1,30,0
8,97,2007,17.0,3,0,1,2,1,40,1
179,1,2014,0.0,2,0,4,2,2,30,0
1121,32,2009,20.0,6,0,3,3,1,60,0
4210,20,2011,18.0,1,0,4,3,4,30,0
0,42,2011,14.0,5,0,6,2,2,30,1
0,44,2007,11.0,6,0,6,2,1,60,0
1056,10,2005,18.0,6,189,3,2,1,70,1
264,47,2005,18.0,5,2195,3,2,1,70,1
1,1,2013,9.0,2,0,3,2,1,30,0
413,43,2014,19.0,5,319,3,2,1,60,1
386,45,2013,19.0,5,383,4,2,2,60,0
11,1,2010,2.0,1,0,3,1,1,30,0
525,60,2009,6.0,2,0,3,1,1,60,1
105,1,2012,13.0,3,0,3,1,1,30,1
183,36,2009,9.0,3,0,5,1,1,60,1
0,1,2012,1.0,1,312,6,1,1,30,0
0,32,2005,16.0,1,0,6,2,2,30,1
8048,97,2014,13.0,2,0,4,2,2,30,0
422,12,2010,14.0,1,3077,5,2,1,30,1
483,63,2005,20.0,5,0,3,1,1,60,1
202,1,2012,13.0,5,23,3,1,1,30,0
61,12,2012,18.0,6,0,6,1,1,30,1
4040,20,2014,18.0,5,0,3,1,1,30,0
26,46,2009,14.0,2,0,3,4,2,30,0
0,32,2007,17.0,3,0,6,2,1,60,1
5207,5,2007,18.0,6,0,3,2,1,30,1
264,47,2014,15.0,1,0,3,2,1,30,0
23,45,2010,20.0,5,1266,3,2,1,30,1
232,1,2007,9.0,7,0,3,2,1,30,0
3354,44,2007,9.0,5,0,4,2,2,40,1
35,55,2007,20.0,1,0,3,2,1,30,1
12,21,2007,7.0,6,10,6,1,1,60,0
5199,33,2011,2.0,7,186,3,1,1,30,0
34,43,2006,7.0,2,0,3,2,1,70,1
4,54,2006,18.0,4,350,3,2,1,30,1
58,13,2013,14.0,7,6139,3,1,1,30,0
224,1,2013,17.0,7,0,3,2,2,30,1
388,50,2009,11.0,3,0,3,1,1,60,0
5,34,2005,20.0,4,0,3,3,2,60,0
556,7,2006,6.0,7,0,3,1,1,50,0
23,47,2011,9.0,7,264,1,2,1,70,1
5058,5,2009,15.0,2,5038,3,2,1,30,1
0,20,2005,21.0,4,0,6,3,1,30,1
1885,34,2007,20.0,2,1891,6,2,2,30,0
15,47,2005,9.0,4,0,5,2,2,40,1
0,13,2005,8.0,4,0,6,1,1,30,0
1083,1,2007,16.0,6,0,3,1,1,30,1
1631,46,2014,3.0,5,0,6,1,2,60,0
40,43,2007,1.0,7,40,1,2,2,70,1
872,96,2013,8.0,2,8051,3,2,1,30,1
415,43,2013,13.0,7,0,3,1,1,50,1
4117,23,2014,17.0,6,0,4,1,1,30,1
140,45,2010,10.0,5,0,5,2,1,30,0
4040,20,2012,17.0,6,0,3,1,1,30,0
3218,1,2011,9.0,7,0,3,2,1,30,1
0,1,2014,12.0,4,40,6,1,1,30,1
0,55,2006,11.0,7,0,6,2,1,30,1
0,1,2007,16.0,2,0,5,2,1,30,0
0,1,2013,15.0,4,0,6,1,1,20,1
4020,1,2009,7.0,2,0,3,1,1,30,1
0,35,2014,8.0,6,0,6,2,1,30,1
0,6,2013,13.0,4,0,5,2,1,20,0
64,41,2012,13.0,7,0,6,2,2,30,0
1013,42,2010,7.0,6,0,4,2,1,30,1
45,34,2006,10.0,3,0,3,4,2,70,0
0,13,2013,15.0,2,0,6,1,1,30,1
158,32,2012,17.0,3,0,3,1,1,60,1
137,1,2010,10.0,6,0,4,2,2,30,1
1107,37,2013,16.0,7,0,4,2,2,60,1
548,60,2005,22.0,1,0,3,1,1,30,0
396,50,2013,6.0,6,0,3,1,1,60,0
0,1,2013,16.0,6,0,6,2,1,30,0
93,92,2009,1.0,1,0,3,1,1,60,0
0,32,2006,15.0,3,0,6,2,1,30,0
4,62,2007,8.0,6,0,1,2,3,70,1
421,41,2012,2.0,1,510,6,2,1,30,0
0,1,2011,10.0,2,0,6,1,1,30,0
0,4,2012,5.0,1,0,6,2,1,30,1
90,92,2005,18.0,6,0,3,1,1,60,0
0,16,2009,17.0,1,0,6,2,2,60,0
52,31,2014,21.0,1,6007,3,2,1,30,1
351,55,2006,3.0,6,147,3,3,1,30,0
0,63,2013,18.0,7,0,6,2,3,60,1
563,33,2012,12.0,4,0,3,4,3,30,1
412,43,2009,18.0,4,0,3,1,2,60,0
551,5,2010,14.0,2,0,3,1,1,30,0
5127,20,2013,7.0,4,0,3,1,1,30,0
0,42,2007,13.0,6,0,6,2,2,30,0
64,12,2012,20.0,4,467,3,2,1,30,1
320,45,2009,16.0,5,0,3,2,1,30,1
0,1,2006,21.0,2,0,5,1,1,30,1
27,47,2010,9.0,5,0,3,2,2,60,1
23,47,2009,12.0,6,0,3,1,1,30,0
25,1,2011,14.0,5,25,1,3,1,50,0
247,46,2010,22.0,1,0,5,2,6,60,0
61,14,2014,12.0,7,0,3,3,1,40,1
259,46,2014,19.0,4,0,3,2,1,30,1
219,1,2009,14.0,4,0,3,2,1,30,0
372,52,2014,9.0,4,0,3,3,2,60,0
200,1,2009,20.0,6,0,3,2,1,30,0
2030,44,2011,8.0,1,0,3,2,1,30,1
10,1,2006,16.0,2,0,3,1,2,30,1
4,1,2014,7.0,6,0,1,2,1,60,1
872,96,2013,14.0,6,0,3,1,1,30,1
4361,54,2007,13.0,1,4006,3,2,2,30,1
314,1,2005,16.0,5,0,3,2,1,30,1
0,31,2014,10.0,7,0,6,1,1,30,0
0,14,2013,12.0,5,0,6,3,1,30,1
7066,97,2005,16.0,2,0,4,2,1,60,0
618,14,2006,20.0,6,0,3,1,1,60,1
0,3,2005,8.0,5,0,6,2,2,60,0
537,7,2012,14.0,7,424,3,2,1,60,0
2216,1,2006,16.0,3,0,3,1,1,30,0
183,10,2009,15.0,7,0,3,1,1,40,1
1772,33,2005,14.0,3,47,5,1,1,30,0
2,55,2009,9.0,4,1,5,2,1,30,0
0,17,2009,19.0,4,0,6,2,2,30,1
0,1,2013,15.0,5,0,6,1,1,30,0
0,13,2011,14.0,3,0,6,2,1,30,1
13,42,2014,9.0,2,0,3,2,1,30,0
0,42,2011,23.0,4,0,6,2,3,30,0
292,46,2006,9.0,7,2042,3,1,1,30,1
0,97,2005,16.0,7,0,6,1,2,30,0
531,32,2009,6.0,4,0,5,1,1,60,0
24,1,2005,15.0,4,0,3,1,1,30,0
3,44,2005,17.0,1,0,1,5,1,70,1
0,4,2005,21.0,6,0,6,1,1,30,0
38,31,2011,14.0,6,6139,3,2,1,30,1
646,13,2009,2.0,3,0,3,1,2,40,0
0,7,2005,14.0,4,0,6,3,1,60,0
7201,43,2013,15.0,7,7201,6,2,1,30,1
201,21,2011,10.0,1,0,6,2,2,50,1
0,47,2005,1.0,1,0,6,2,1,60,0
50,21,2007,19.0,4,500,3,2,2,30,0
10,1,2013,4.0,1,0,3,1,1,30,1
282,35,2006,17.0,3,0,5,2,2,30,0
180,16,2005,13.0,5,0,1,1,1,70,0
5493,21,2005,7.0,6,0,4,3,2,60,1
598,1,2006,17.0,1,0,3,2,1,30,1
6195,14,2013,19.0,4,0,3,3,1,70,1
5007,21,2011,16.0,7,72,3,2,1,30,1
350,61,2005,16.0,7,0,5,2,1,30,1
27,47,2009,7.0,3,23,3,4,1,70,1
4165,43,2013,17.0,4,0,3,3,1,30,1
57,14,2009,15.0,3,703,3,2,2,30,1
338,55,2006,23.0,2,0,3,4,4,50,0
0,1,2010,3.0,1,0,5,1,2,30,0
336,44,2014,22.0,1,0,3,1,1,30,0
0,1,2012,18.0,2,0,6,1,1,30,0
0,14,2005,18.0,5,0,6,1,1,30,1
0,6,2012,21.0,2,0,6,2,1,20,1
64,13,2010,0.0,1,0,3,1,1,40,0
5085,4,2007,12.0,2,0,3,2,2,30,1
15,47,2009,23.0,2,0,5,1,1,60,0
380,50,2009,16.0,4,0,3,3,2,70,1
6226,6,2010,15.0,7,0,4,2,1,30,1
189,10,2007,20.0,2,0,3,3,3,70,1
9,93,2007,18.0,4,0,3,2,1,60,1
0,13,2009,9.0,4,0,6,2,1,30,1
62,13,2011,14.0,4,62,3,2,1,30,1
503,1,2005,1.0,1,107,3,2,1,30,1
1278,11,2012,17.0,3,23,4,2,1,60,1
0,17,2007,21.0,5,0,6,3,4,30,0
159,32,2009,15.0,3,0,5,3,1,50,1
212,1,2010,15.0,3,0,4,2,1,30,1
5197,4,2010,15.0,2,0,4,1,1,30,0
0,6,2005,19.0,1,0,6,2,2,30,1
6057,14,2006,16.0,5,0,4,2,2,40,1
0,44,2007,8.0,5,0,6,2,1,30,1
25,45,2005,13.0,6,0,1,4,3,70,1
22,47,2009,12.0,7,0,3,1,1,70,0
56,45,2012,13.0,1,0,5,2,3,40,0
106,1,2014,17.0,5,0,3,2,1,30,1
4267,62,2007,16.0,4,0,4,2,1,30,1
1061,10,2013,9.0,1,192,3,2,1,60,0
419,54,2006,19.0,3,0,3,3,1,70,0
228,46,2005,9.0,5,0,3,2,2,40,0
663,35,2014,15.0,1,161,4,1,1,60,0
0,97,2007,13.0,5,0,6,1,1,30,0
668,33,2012,11.0,6,0,4,2,2,60,0
647,13,2014,10.0,7,0,3,3,2,40,1
0,16,2014,16.0,3,0,6,2,1,30,1
296,41,2005,20.0,4,62,6,2,1,30,1
0,7,2005,8.0,3,2014,6,3,2,30,1
453,31,2009,8.0,4,0,3,2,1,60,0
232,1,2007,19.0,6,0,3,2,1,40,1
3097,54,2014,17.0,5,236,4,1,1,50,0
222,1,2014,15.0,5,0,4,2,1,30,0
282,46,2007,8.0,2,0,3,2,2,50,1
21,1,2014,18.0,7,0,3,1,1,30,0
0,13,2005,8.0,1,0,6,1,2,30,1
45,34,2006,8.0,2,0,1,1,1,70,1
807,36,2010,10.0,2,0,5,3,1,30,0
0,13,2007,23.0,6,0,6,1,2,30,0
108,36,2014,7.0,3,0,5,1,1,60,1
0,47,2006,7.0,1,0,6,2,3,30,0
214,1,2010,8.0,5,0,3,1,1,30,0
0,62,2005,21.0,4,0,6,4,3,30,1
0,1,2010,8.0,5,0,5,2,1,30,1
1065,37,2013,18.0,2,0,3,2,1,60,1
131,37,2012,15.0,3,0,3,1,1,30,1
0,44,2011,8.0,3,0,6,1,1,30,0
0,5,2013,8.0,4,0,6,1,1,30,0
0,6,2006,0.0,7,0,5,2,1,30,1
76,45,2013,10.0,7,0,5,1,1,60,0
0,63,2011,17.0,5,0,6,2,1,60,0
62,6,2005,20.0,4,0,3,2,1,30,0
611,31,2006,15.0,3,0,3,3,3,60,1
137,42,2007,18.0,5,1352,3,2,1,30,1
0,1,2006,0.0,6,0,6,2,1,30,0
1108,36,2005,17.0,6,0,4,1,1,30,0
0,95,2013,8.0,5,0,6,1,1,20,0
0,17,2007,17.0,2,0,6,2,1,30,0
127,42,2010,17.0,5,0,3,2,2,70,1
4020,1,2012,8.0,3,0,3,2,6,30,0
0,20,2010,18.0,3,0,6,2,1,30,0
112,1,2009,11.0,6,0,3,1,1,30,0
37,52,2010,17.0,4,0,3,2,1,60,0
573,6,2007,18.0,4,0,3,1,1,30,1
40,1,2007,12.0,5,4127,3,1,1,50,0
0,47,2013,8.0,1,0,6,2,1,30,0
225,46,2013,4.0,2,0,3,1,4,60,0
0,1,2011,8.0,6,0,6,1,1,30,0
5238,6,2012,17.0,1,0,4,2,1,30,0
5339,10,2012,22.0,1,5338,6,2,3,30,1
4031,20,2013,19.0,7,0,3,1,1,40,0
202,1,2005,2.0,5,0,3,2,1,30,1
1021,53,2007,14.0,3,4575,6,2,1,30,0
141,35,2009,5.0,5,0,3,3,2,60,0
0,17,2013,15.0,6,0,6,1,2,60,1
310,1,2010,17.0,6,0,3,1,1,30,0
0,46,2005,9.0,7,0,6,2,1,30,0
215,1,2005,10.0,4,0,3,1,1,30,0
4368,22,2006,11.0,7,0,4,1,1,60,1
775,97,2010,16.0,3,0,4,1,1,30,0
12,36,2009,18.0,5,0,3,3,2,60,1
0,1,2009,21.0,3,214,6,2,1,30,1
0,7,2012,18.0,2,0,6,1,1,40,0
87,30,2005,20.0,3,0,5,1,3,40,0
630,14,2007,13.0,3,0,3,2,1,40,1
51,21,2005,16.0,4,67,3,2,1,40,1
0,63,2011,22.0,5,0,6,1,1,60,0
0,16,2010,3.0,1,0,6,1,1,30,0
5111,30,2011,9.0,6,0,3,3,1,40,1
56,6,2005,3.0,3,0,3,4,3,40,1
1,33,2012,14.0,2,0,3,3,1,70,0
1286,10,2013,15.0,6,5087,4,1,1,30,0
0,1,2006,18.0,4,0,6,2,1,30,0
530,7,2010,14.0,4,0,3,2,1,40,0
1043,35,2011,11.0,3,1046,4,1,1,30,1
4632,23,2005,18.0,2,0,4,1,1,60,0
179,31,2007,15.0,3,0,5,2,1,30,1
0,13,2007,20.0,7,0,6,2,2,30,1
273,47,2010,10.0,3,0,3,2,1,60,1
4,43,2012,17.0,3,-1,3,2,1,30,1
20,46,2005,16.0,6,0,3,3,2,30,1
1081,41,2014,18.0,2,1081,3,2,1,30,1
538,6,2011,18.0,4,0,3,4,2,30,1
1071,37,2011,11.0,7,0,3,2,1,30,1
222,1,2013,10.0,3,0,3,1,1,30,1
0,50,2005,7.0,2,0,6,2,1,30,1
1200,1,2012,14.0,5,1200,3,2,1,30,0
0,1,2010,13.0,4,0,6,2,1,30,1
563,33,2013,12.0,1,69,3,2,2,30,1
660,13,2006,15.0,4,0,3,2,2,40,0
0,47,2007,10.0,4,0,6,1,1,30,1
0,4,2013,11.0,7,0,6,1,5,20,0
86,14,2007,16.0,4,0,5,2,1,30,0
0,20,2014,15.0,2,0,6,2,3,30,1
375,21,2012,12.0,4,375,5,3,1,30,1
3349,43,2009,1.0,2,0,4,1,1,50,0
0,95,2013,14.0,4,0,6,1,1,30,0
323,44,2010,8.0,7,0,3,1,1,40,0
0,13,2012,18.0,2,0,6,2,1,30,1
0,42,2007,19.0,4,0,6,2,1,60,1
4,1,2010,13.0,6,4201,3,2,2,30,1
0,5,2012,19.0,6,0,6,2,1,30,0
34,6,2007,18.0,3,0,3,1,2,30,1
0,6,2007,21.0,7,5217,6,1,1,30,1
0,47,2005,22.0,3,0,6,1,1,30,0
15,35,2005,13.0,4,0,3,2,1,50,1
2,1,2010,16.0,4,2209,3,2,1,30,0
379,50,2007,0.0,7,0,3,1,4,60,0
900,95,2011,20.0,7,0,3,1,1,30,0
1112,1,2014,18.0,5,0,3,2,1,30,0
59,4,2005,14.0,1,0,3,1,4,30,0
30,50,2006,11.0,7,0,3,1,1,60,0
0,6,2010,9.0,2,0,5,1,2,30,1
2661,46,2013,11.0,1,0,6,2,3,30,0
682,4,2012,16.0,3,0,3,3,1,40,0
0,54,2007,12.0,5,-1,6,2,2,30,1
0,1,2005,8.0,2,0,5,1,1,30,1
1122,36,2011,10.0,1,0,3,1,1,40,0
735,97,2007,13.0,6,759,3,1,2,30,0
408,43,2009,14.0,4,408,6,2,2,30,1
4123,20,2011,15.0,6,0,3,1,1,40,0
259,47,2005,17.0,5,0,3,2,1,30,0
43,34,2011,8.0,6,14,3,2,1,30,0
1,31,2011,18.0,7,0,3,1,1,70,0
20,46,2005,19.0,7,0,1,2,1,70,0
27,44,2013,14.0,4,0,3,2,1,40,0
379,50,2014,16.0,1,0,3,3,6,30,0
5204,5,2007,10.0,2,570,4,2,1,30,1
4020,1,2011,12.0,1,0,3,2,1,30,1
314,1,2014,12.0,7,0,3,2,1,30,1
112,1,2009,12.0,6,0,3,2,2,30,1
5000,21,2011,8.0,6,0,4,2,1,30,1
1027,42,2007,13.0,4,0,4,3,1,60,0
222,1,2010,15.0,3,0,3,1,1,30,1
4054,62,2014,7.0,2,0,3,4,2,40,0
4233,62,2011,23.0,7,0,3,1,1,30,1
286,45,2009,18.0,1,143,3,2,1,60,0
272,47,2006,17.0,2,0,3,2,2,60,0
1077,37,2005,21.0,1,366,4,2,3,30,0
0,13,2006,18.0,2,0,6,2,1,30,1
0,1,2006,15.0,4,0,6,2,1,30,0
0,4,2009,21.0,3,0,6,1,1,20,0
4018,52,2009,21.0,6,0,3,2,2,30,1
0,1,2010,12.0,5,0,5,2,1,30,1
39,50,2012,12.0,3,0,3,2,1,60,1
57,7,2013,22.0,7,0,3,1,1,50,0
446,32,2013,11.0,2,0,5,2,1,60,1
683,3,2007,13.0,1,0,3,2,2,60,0
680,4,2010,23.0,4,6535,3,1,1,30,0
386,50,2009,12.0,4,0,3,2,3,60,1
0,52,2007,16.0,3,0,6,2,1,30,0
77,34,2007,8.0,6,0,5,2,1,30,1
252,46,2014,8.0,1,0,3,1,1,60,1
0,6,2012,17.0,6,0,6,1,1,30,1
627,6,2013,16.0,4,0,3,2,1,40,1
307,33,2012,5.0,1,0,6,1,1,30,1
0,12,2007,0.0,7,0,6,2,3,60,0
0,32,2006,16.0,4,-1,6,1,1,30,1
0,5,2014,16.0,2,57,6,1,2,30,0
1306,42,2014,18.0,6,0,3,2,1,50,1
6,33,2009,12.0,3,1350,3,2,1,30,0
4591,61,2007,17.0,6,0,4,1,1,30,1
1453,1,2014,18.0,2,1453,4,2,2,30,1
221,1,2014,23.0,6,0,4,1,1,30,1
40,1,2012,4.0,5,0,3,2,1,30,1
461,1,2012,7.0,4,0,4,1,1,30,0
0,20,2014,16.0,7,0,6,2,1,30,0
49,22,2006,18.0,5,0,3,2,2,60,1
819,97,2005,17.0,6,0,4,2,1,60,1
93,92,2006,14.0,4,972,3,3,3,60,0
105,1,2013,8.0,4,0,3,2,1,30,0
1010,1,2011,22.0,4,406,3,1,1,30,0
773,14,2011,20.0,3,0,5,3,1,30,1
595,3,2013,14.0,6,595,3,2,1,60,1
4023,23,2013,9.0,3,4023,3,2,1,60,1
5,1,2010,2.0,7,0,3,1,1,30,0
0,47,2009,8.0,5,0,6,2,1,30,1
0,4,2012,13.0,6,0,6,1,1,20,1
180,16,2013,12.0,2,180,3,2,1,30,0
59,12,2011,20.0,1,0,3,1,1,60,1
62,16,2007,19.0,4,0,1,1,2,70,0
0,22,2006,16.0,5,0,6,2,1,60,0
0,7,2013,15.0,7,0,6,1,1,30,1
1277,17,2011,16.0,6,1277,4,2,1,30,0
3212,1,2007,0.0,6,0,3,2,1,30,0
533,7,2005,6.0,7,0,3,1,2,60,0
0,7,2006,12.0,4,0,6,1,1,30,1
0,6,2009,11.0,6,0,6,1,1,30,1
764,97,2013,15.0,2,0,4,1,1,60,0
0,1,2012,22.0,5,0,5,1,1,30,1
611,31,2009,20.0,1,0,3,1,1,70,1
3336,23,2012,8.0,2,8813,6,2,1,30,0
404,1,2012,19.0,1,0,3,2,1,30,1
425,23,2006,0.0,4,0,3,1,2,60,0
0,20,2005,20.0,5,0,6,2,1,30,1
6479,12,2010,19.0,5,0,4,2,1,60,0
34,43,2006,5.0,7,0,3,1,1,70,0
1069,43,2007,14.0,5,0,6,1,1,30,0
0,54,2005,23.0,7,0,6,1,1,30,1
0,13,2012,19.0,4,0,6,1,1,30,0
0,42,2014,6.0,5,0,6,2,1,30,1
0,13,2006,11.0,3,0,6,2,1,30,1
214,1,2012,8.0,3,0,4,2,1,30,1
6,3,2011,22.0,5,0,1,1,2,70,1
283,47,2006,12.0,6,0,3,2,3,60,1
1,1,2010,20.0,7,1,3,3,2,30,0
4040,20,2005,18.0,3,0,3,1,1,30,0
6,21,2012,6.0,4,5121,6,2,1,30,1
27,44,2009,7.0,2,0,3,2,1,40,1
3051,44,2011,8.0,6,0,4,2,3,40,0
0,52,2007,19.0,4,0,6,2,1,30,1
0,1,2010,11.0,4,0,6,2,1,30,1
7302,43,2009,11.0,6,7302,6,2,5,30,1
0,12,2007,6.0,7,0,6,2,2,60,1
315,1,2010,7.0,7,0,3,2,1,30,1
295,47,2009,17.0,2,0,3,1,1,30,0
3385,44,2013,16.0,4,0,4,2,1,30,0
6,7,2014,22.0,7,0,1,2,4,70,0
0,62,2009,18.0,6,0,6,2,1,30,0
361,1,2006,11.0,5,0,4,1,1,30,0
5063,6,2006,10.0,5,0,3,2,1,40,1
0,37,2014,17.0,3,0,6,1,2,30,0
64,13,2007,9.0,2,0,3,2,1,50,0
0,5,2010,14.0,2,0,6,2,2,30,1
518,22,2011,17.0,4,0,3,2,2,60,1
540,7,2012,11.0,2,0,3,2,2,60,0
0,31,2011,11.0,7,0,6,1,1,30,1
0,31,2011,10.0,7,0,6,1,1,30,0
0,1,2005,21.0,5,0,6,2,1,30,0
40,63,2006,16.0,7,0,3,1,1,30,1
13,42,2007,10.0,7,0,3,3,2,70,0
0,6,2011,14.0,4,0,6,2,1,30,0
600,36,2009,17.0,3,600,5,2,1,30,1
3301,50,2010,11.0,3,0,4,2,1,60,0
188,34,2011,16.0,3,0,5,1,1,60,0
0,14,2007,13.0,6,0,6,2,2,30,0
0,42,2014,17.0,6,0,6,1,1,30,0
719,97,2009,16.0,5,0,3,2,1,30,1
0,1,2006,16.0,1,0,5,2,1,30,1
58,13,2013,8.0,3,0,3,2,2,30,1
92,94,2007,13.0,6,696,3,3,1,50,1
1017,42,2005,15.0,5,0,3,2,1,30,1
100,43,2005,15.0,5,0,6,1,1,30,1
176,42,2007,16.0,1,1321,3,2,2,30,0
639,41,2005,16.0,2,401,6,2,1,30,0
2342,33,2005,12.0,3,2458,6,1,1,30,0
5460,33,2010,17.0,5,5460,3,2,1,50,1
413,1,2005,13.0,6,0,4,2,1,30,0
54,7,2012,17.0,6,54,3,2,1,30,1
56,6,2005,23.0,3,6144,3,2,2,30,1
202,1,2014,17.0,6,239,3,1,2,30,1
5,53,2009,8.0,4,0,1,2,1,70,1
259,47,2007,17.0,1,0,3,2,1,30,0
3042,10,2013,12.0,1,0,6,1,1,30,0
11,35,2011,22.0,3,0,1,2,1,70,1
45,34,2012,18.0,4,0,3,1,1,30,0
2056,46,2013,23.0,5,0,4,2,1,30,0
6463,14,2005,22.0,2,0,4,1,2,60,0
0,1,2012,10.0,1,0,6,2,1,30,0
5106,60,2013,14.0,1,0,4,1,1,60,0
4216,53,2012,19.0,5,4216,4,1,1,30,0
202,1,2009,18.0,3,0,3,2,1,30,0
210,21,2005,9.0,4,0,5,2,1,60,1
4202,1,2014,15.0,2,0,3,1,1,40,1
632,30,2007,6.0,7,0,3,1,1,40,0
1305,17,2013,15.0,7,0,3,2,1,30,0
0,97,2010,12.0,4,0,6,1,1,30,0
6030,34,2013,21.0,5,6026,6,2,1,30,1
40,1,2013,13.0,3,0,3,2,1,40,1
11,1,2012,8.0,6,0,3,2,1,30,0
0,20,2011,13.0,1,0,6,1,1,30,0
0,11,2005,15.0,6,0,6,1,1,30,1
3211,1,2006,16.0,4,0,3,2,1,30,0
0,97,2006,18.0,6,0,6,1,1,30,0
64,12,2009,20.0,1,0,3,2,1,70,1
259,47,2005,9.0,6,0,3,3,2,60,1
0,22,2014,10.0,2,0,6,2,1,40,0
0,5,2013,18.0,7,0,6,2,1,30,0
0,1,2005,18.0,6,220,5,1,1,30,0
0,1,2006,8.0,3,123,5,1,1,30,1
0,44,2005,10.0,5,0,6,2,1,40,1
383,50,2005,17.0,7,0,3,3,2,60,1
245,45,2011,22.0,6,0,3,2,1,30,0
0,20,2007,19.0,7,0,6,1,1,30,1
689,3,2012,10.0,5,6264,3,2,1,60,1
527,21,2011,16.0,6,95,3,1,1,30,1
0,16,2010,16.0,1,0,6,1,1,30,0
6,4,2013,13.0,7,6230,3,2,4,50,1
5219,6,2013,9.0,7,0,4,2,1,30,0
319,43,2011,12.0,5,-1,6,2,1,30,0
244,45,2014,16.0,7,-1,3,2,1,40,0
6428,14,2006,12.0,3,0,4,1,1,30,1
50,33,2007,21.0,2,3206,3,2,1,50,1
23,1,2007,13.0,3,0,3,2,1,30,1
